cluster,player,season,hits,homeruns,age
8,bordimi01,1999,175,10,34
8,damonjo01,1999,179,14,26
8,larkiba01,1999,171,12,35
8,loretma01,1999,170,5,28
8,offerjo01,1999,172,8,31
8,reesepo01,1999,167,10,26
8,womacto01,1999,170,4,30
8,castilu01,2000,180,2,25
8,cruzde01,2000,176,10,28
8,glanvdo01,2000,175,8,30
8,grudzma01,2000,172,7,30
8,lawtoma02,2000,171,13,29
8,owenser01,2000,171,6,29
8,vizquom01,2000,176,7,33
8,womacto01,2000,167,7,31
8,younger01,2000,180,6,33
8,cabreor01,2001,173,14,27
8,eckstda01,2001,166,4,26
8,longte01,2001,178,12,25
8,polanpl01,2001,173,3,26
8,younger01,2001,168,6,34
8,castilu01,2002,185,2,27
8,damonjo01,2002,178,14,29
8,eckstda01,2002,178,8,27
8,erstada01,2002,177,10,28
8,furcara01,2002,175,8,25
8,guzmacr01,2002,170,9,24
8,pierrju01,2002,170,1,25
8,stewash01,2002,175,10,28
8,vinafe01,2002,168,1,33
8,crawfca02,2003,177,5,22
8,podsesc01,2003,175,9,27
8,winnra01,2003,177,11,29
8,belliro01,2004,169,12,29
8,figgich01,2004,171,5,26
8,hillesh02,2004,174,15,29
8,kendaja01,2004,183,3,30
8,renteed01,2004,168,10,28
8,roberbr01,2004,175,4,27
8,winnra01,2004,179,14,30
8,womacto01,2004,170,5,35
8,crispco01,2005,178,16,26
8,erstada01,2005,166,7,31
8,furcara01,2005,175,12,28
8,lugoju01,2005,182,6,30
8,pierrju01,2005,181,2,28
8,renteed01,2005,172,8,29
8,taverwi01,2005,172,3,24
8,cabreor01,2006,171,9,32
8,castilu01,2006,173,3,31
8,lopezjo01,2006,170,10,23
8,loretma01,2006,181,5,35
8,renteed01,2006,175,14,30
8,vizquom01,2006,171,4,39
8,roberbr01,2007,180,12,30
8,stewash01,2007,167,12,33
8,vidrojo01,2007,172,6,33
8,winnra01,2007,178,14,33
8,gilesbr02,2008,171,12,37
8,guzmacr01,2008,183,9,30
8,iwamuak01,2008,172,6,29
8,jeterde01,2008,179,11,34
8,loneyja01,2008,172,13,24
8,mauerjo01,2008,176,9,25
8,polanpl01,2008,178,8,33
8,roberbr01,2008,181,9,31
8,tejadmi01,2008,179,13,34
8,theriry01,2008,178,1,29
8,youngde03,2008,167,10,23
8,bournmi01,2009,173,3,27
8,callaal01,2009,173,11,26
8,figgich01,2009,183,5,31
8,heltoto01,2009,177,15,36
8,polanpl01,2009,176,10,34
8,spande01,2009,180,8,25
8,theriry01,2009,171,7,30
8,victosh01,2009,181,10,29
8,byrdma01,2010,170,12,33
8,jacksau01,2010,181,4,23
8,jeterde01,2010,179,10,36
8,kendrho01,2010,172,10,27
8,mauerjo01,2010,167,9,27
8,paganan01,2010,168,11,29
8,pierrju01,2010,179,1,33
8,scutama01,2010,174,11,35
8,spande01,2010,166,3,26
8,bonifem01,2011,167,5,26
8,martivi01,2011,178,12,33
8,pierrju01,2011,178,2,34
8,reyesjo01,2011,181,7,28
8,suzukic01,2011,184,5,38
8,altuvjo01,2012,167,7,22
8,andruel01,2012,180,3,24
8,bournmi01,2012,171,9,30
8,escobal02,2012,177,5,26
8,mauerjo01,2012,174,10,29
8,murphda08,2012,166,6,27
8,paganan01,2012,174,8,31
8,youngmi02,2012,169,8,36
8,altuvjo01,2013,177,5,23
8,andruel01,2013,168,4,25
8,aokino01,2013,171,8,31
8,ellsbja01,2013,172,9,30
8,lowrije01,2013,175,15,29
8,markani01,2013,172,10,30
8,pradoma01,2013,172,14,30
8,ramiral03,2013,181,6,32
8,segurje01,2013,173,12,23
8,spande01,2013,170,4,29
8,zobribe01,2013,168,12,32
8,gordode01,2014,176,2,26
8,kendrho01,2014,181,7,31
8,loneyja01,2014,174,9,30
8,lucrojo01,2014,176,13,28
8,markani01,2014,177,14,31
8,mcgehca01,2014,177,4,32
8,murphda08,2014,172,9,29
8,reverbe01,2014,184,2,26
8,reyesjo01,2014,175,9,31
8,spande01,2014,184,5,30
12,cartega01,1980,145,29,26
12,ceyro01,1980,140,28,32
12,thomago01,1980,150,38,30
12,hornebo01,1982,130,32,25
12,jacksre01,1982,146,39,36
12,oglivbe01,1982,147,34,33
12,parrila02,1982,138,32,26
12,schmimi01,1982,144,35,33
12,thomago01,1982,139,39,32
12,evansda01,1983,145,30,36
12,kittlro01,1983,132,35,25
12,schmimi01,1983,136,40,34
12,brunato01,1984,144,32,24
12,kingmda01,1984,147,35,36
12,murphdw01,1984,143,33,29
12,parrila02,1984,137,33,28
12,schmimi01,1984,146,36,35
12,balbost01,1985,146,36,28
12,evansda01,1985,125,40,38
12,fiskca01,1985,129,37,38
12,kingmda01,1985,141,30,37
12,baylodo01,1986,139,31,37
12,cansejo01,1986,144,33,22
12,hornebo01,1986,141,27,29
12,incavpe01,1986,135,30,22
12,brunato01,1987,138,32,27
12,daviser01,1987,139,37,25
12,evansda01,1987,128,34,40
12,hrbekke01,1987,136,34,27
12,johnsho01,1987,147,36,27
12,nokesma01,1987,133,32,24
12,parrila01,1987,149,32,34
12,sheetla01,1987,148,31,28
12,snydeco02,1987,136,33,25
12,gaettga01,1988,141,28,30
12,mcgwima01,1988,143,32,25
12,strawda01,1988,146,39,26
12,daviser01,1989,130,34,27
12,jacksbo01,1989,132,32,27
12,mcgrifr01,1989,148,36,26
12,cansejo01,1990,132,37,26
12,strawda01,1990,150,37,28
12,gantro01,1991,141,32,26
12,johnsho01,1991,146,38,31
12,mcgrifr01,1991,147,31,28
12,tettlmi01,1991,132,31,31
12,bondsba01,1992,147,34,28
12,fieldce01,1992,145,35,29
12,mcgwima01,1992,125,42,29
12,bonilbo01,1993,133,34,30
12,salmoti01,1993,146,31,25
12,wilkiri01,1993,135,30,26
12,bagweje01,1994,147,39,26
12,belleal01,1994,147,36,28
12,galaran01,1994,133,31,33
12,griffke02,1994,140,40,25
12,mcgrifr01,1994,135,34,31
12,thomafr04,1994,141,38,26
12,bondsba01,1995,149,33,31
12,gaettga01,1995,134,35,37
12,ramirma02,1995,149,31,23
12,hundlto01,1996,140,41,27
12,kleskry01,1996,149,34,25
12,mcgwima01,1996,132,52,33
12,rodrihe02,1996,147,36,29
12,sosasa01,1996,136,40,28
12,spraged02,1996,146,36,29
12,steinte01,1996,140,35,34
12,buhneja01,1997,131,40,33
12,delgaca01,1997,136,30,25
12,kentje01,1997,145,29,29
12,lankfra01,1997,137,31,30
12,thomeji01,1997,142,40,27
12,cansejo01,1998,138,46,34
12,lopezja01,1998,139,34,28
12,mcgwima01,1998,152,70,35
12,jahajo01,1999,126,35,33
12,mcgwima01,1999,145,65,36
12,palmede01,1999,147,38,31
12,rodrial01,1999,143,42,24
12,stairma01,1999,137,38,31
12,thomeji01,1999,137,33,29
12,vaughgr01,1999,135,45,34
12,vaughmo01,1999,147,33,32
12,bondsba01,2000,147,49,36
12,cruzjo02,2000,146,31,26
12,evereca01,2000,149,34,29
12,fullmbr01,2000,142,32,25
12,griffke02,2000,141,40,31
12,karroer01,2000,146,31,33
12,thomeji01,2000,150,37,30
12,burnije01,2001,141,34,32
12,glaustr01,2001,147,41,25
12,bondsba01,2002,149,46,38
12,delgaca01,2002,140,33,30
12,gilesbr02,2002,148,38,31
12,glaustr01,2002,142,30,26
12,jonesan01,2002,148,35,25
12,mcgrifr01,2002,143,30,39
12,palmera01,2002,149,43,38
12,piazzmi01,2002,134,33,34
12,thomeji01,2002,146,52,32
12,bondsba01,2003,133,45,39
12,giambja01,2003,134,41,32
12,jenkige01,2003,144,28,29
12,leede02,2003,146,31,28
12,lopezja01,2003,150,43,33
12,lowelmi01,2003,136,32,29
12,palmera01,2003,146,38,39
12,posadjo01,2003,135,30,32
12,sosasa01,2003,144,40,35
12,thomafr04,2003,146,42,35
12,batisto01,2004,146,32,31
12,bondsba01,2004,135,45,40
12,dunnad01,2004,151,46,25
12,edmonji01,2004,150,42,34
12,thomeji01,2004,139,42,34
12,wilkebr01,2004,146,32,27
12,dunnad01,2005,134,40,26
12,dyeje01,2005,145,31,31
12,ensbemo01,2005,149,36,30
12,glaustr01,2005,139,37,29
12,griffke02,2005,148,35,36
12,hafnetr01,2005,148,33,28
12,ramirar01,2005,140,31,27
12,sexsori01,2005,147,39,31
12,beltrca01,2006,140,41,29
12,delgaca01,2006,139,38,34
12,dunnad01,2006,131,40,27
12,glaustr01,2006,136,38,30
12,hafnetr01,2006,140,42,29
12,hallbi03,2006,145,35,27
12,jonesan01,2006,148,41,29
12,larocad01,2006,140,32,27
12,monrocr01,2006,138,28,29
12,ramirma02,2006,144,35,34
12,swishni01,2006,141,35,26
12,thomafr04,2006,126,39,38
12,thomeji01,2006,141,42,36
12,braunry02,2007,146,34,24
12,dunnad01,2007,138,40,28
12,griffke02,2007,146,30,38
12,howarry01,2007,142,47,28
12,konerpa01,2007,142,31,31
12,penaca01,2007,138,46,29
12,youngch04,2007,135,32,24
12,burrepa01,2008,134,33,32
12,quentca01,2008,138,36,26
12,ugglada01,2008,138,32,28
12,bayja01,2009,142,36,31
12,dunnad01,2009,146,38,30
12,ibanera01,2009,136,34,37
12,kinslia01,2009,143,31,27
12,morneju01,2009,139,30,28
12,reynoma01,2009,150,44,26
12,ugglada01,2009,137,31,29
12,bautijo02,2010,148,54,30
12,dunnad01,2010,145,38,31
12,ortizda01,2010,140,32,35
12,rodrial01,2010,141,30,35
12,beltrad01,2011,144,32,32
12,berkmla01,2011,147,31,35
12,hardyjj01,2011,142,30,29
12,howarry01,2011,141,33,32
12,stantmi03,2011,135,34,22
12,teixema01,2011,146,39,31
12,trumbma01,2011,137,29,25
12,ugglada01,2011,140,36,31
12,beltrca01,2012,147,32,35
12,bruceja01,2012,141,34,25
12,davisch02,2012,139,33,26
12,grandcu01,2012,138,43,31
12,reddijo01,2012,148,32,25
12,soriaal01,2012,147,32,36
12,stantmi03,2012,130,37,23
12,trumbma01,2012,146,32,26
12,uptonbj01,2012,141,28,28
12,willijo03,2012,135,35,33
12,alvarpe01,2013,130,36,26
12,encared01,2013,144,36,30
12,trumbma01,2013,145,34,27
12,encared01,2014,128,34,31
12,ortizda01,2014,136,35,39
18,clarkja01,1980,124,22,25
18,evansdw01,1980,123,18,29
18,hornebo01,1980,124,35,23
18,martije01,1980,112,23,31
18,maybejo01,1980,124,30,31
18,nordhwa01,1980,115,15,32
18,parrila01,1980,115,15,27
18,armasto01,1981,115,22,28
18,dawsoan01,1981,119,24,27
18,evansdw01,1981,122,22,30
18,fostege01,1981,122,22,33
18,grichbo01,1981,107,22,32
18,hendrge01,1981,112,18,32
18,schmimi01,1981,112,31,32
18,armasto01,1982,125,28,29
18,cruzto02,1982,113,16,27
18,evansda01,1982,119,16,35
18,gaettga01,1982,117,25,24
18,kingmda01,1982,109,37,34
18,lemonch01,1982,116,19,27
18,parrila01,1982,116,17,29
18,aikenwi01,1983,124,23,29
18,armasto01,1983,125,36,30
18,brunato01,1983,123,28,23
18,evansdw01,1983,112,22,32
18,grichbo01,1983,113,16,34
18,hallme01,1983,116,17,23
18,hornebo01,1983,117,20,26
18,johnscl01,1983,108,22,36
18,lemonch01,1983,125,24,28
18,lynnfr01,1983,119,22,31
18,nettlgr01,1983,123,20,39
18,porteda02,1983,116,15,31
18,redusga01,1983,112,17,27
18,smallro02,1983,124,18,31
18,strawda01,1983,108,26,21
18,balbost01,1984,107,28,27
18,ceyro01,1984,121,25,36
18,gedmari01,1984,121,24,25
18,jacksre01,1984,117,25,38
18,lawva01,1984,121,17,28
18,virgioz02,1984,119,18,28
18,washicl01,1984,119,17,30
18,baylodo01,1985,110,23,36
18,brockgr01,1985,110,21,28
18,brownch02,1985,117,16,24
18,ceyro01,1985,116,22,37
18,clarkja01,1985,124,22,30
18,davisjo02,1985,112,17,29
18,esaskni01,1985,108,21,25
18,fostege01,1985,119,21,37
18,jacksre01,1985,116,27,39
18,leonaje01,1985,122,17,30
18,lynnfr01,1985,118,23,33
18,murphdw01,1985,122,20,30
18,nettlgr01,1985,115,15,41
18,rayfofl01,1985,110,18,28
18,strawda01,1985,109,29,23
18,thomago01,1985,104,32,35
18,thornan01,1985,109,22,36
18,youngmi01,1985,123,28,25
18,balbost01,1986,117,29,29
18,brenlbo01,1986,116,16,32
18,buechst01,1986,112,18,25
18,cartega01,1986,125,24,32
18,daviser01,1986,115,27,24
18,deerro01,1986,108,33,26
18,evansda01,1986,122,29,39
18,gedmari01,1986,119,16,27
18,gibsoki01,1986,118,28,29
18,huletti01,1986,120,17,26
18,kingmda01,1986,118,35,38
18,lynnfr01,1986,114,23,34
18,paglimi01,1986,120,28,26
18,smallro02,1986,113,20,34
18,snydeco02,1986,113,24,24
18,strawda01,1986,123,27,24
18,wallati01,1986,112,18,29
18,brettge01,1987,124,22,34
18,cartega01,1987,123,20,33
18,clarkja01,1987,120,35,32
18,danieka01,1987,123,26,24
18,davisch01,1987,125,24,27
18,deerro01,1987,113,28,27
18,durhale01,1987,120,27,30
18,fiskca01,1987,116,23,40
18,howelja02,1987,110,23,26
18,marshmi02,1987,118,16,27
18,paglimi01,1987,122,32,27
18,parrila02,1987,114,17,31
18,virgioz02,1987,106,27,31
18,whitter01,1987,120,19,35
18,barfije01,1988,114,18,29
18,clarkja01,1988,120,27,33
18,deerro01,1988,124,23,28
18,downibr01,1988,117,25,38
18,jacksbo01,1988,108,25,26
18,johnsho01,1988,114,24,28
18,buechst01,1989,114,16,28
18,clarkja01,1989,110,26,34
18,griffke02,1989,120,16,20
18,howelja02,1989,108,20,28
18,incavpe01,1989,107,21,25
18,mcgwima01,1989,113,33,26
18,oneilpa01,1989,118,15,26
18,strawda01,1989,107,29,27
18,tartada01,1989,118,18,27
18,tettlmi01,1989,106,26,29
18,thondi01,1989,118,15,31
18,barfije01,1990,117,25,31
18,daviser01,1990,118,24,28
18,hayesvo01,1990,122,17,32
18,hendeda01,1990,122,20,32
18,incavpe01,1990,123,24,26
18,jacksbo01,1990,110,28,28
18,justida01,1990,124,28,24
18,mcgwima01,1990,123,39,27
18,stubbfr01,1990,117,23,30
18,whitalo01,1990,112,18,33
18,winfida01,1990,114,19,39
18,buechst01,1991,111,18,30
18,clarkja01,1991,120,28,36
18,danieka01,1991,115,17,28
18,downibr01,1991,113,17,41
18,fiskca01,1991,111,18,44
18,grubeke01,1991,108,20,29
18,justida01,1991,109,21,25
18,maaske01,1991,110,23,26
18,nokesma01,1991,122,24,28
18,olerujo01,1991,116,17,23
18,pasquda01,1991,108,18,30
18,baineha01,1992,121,16,33
18,bonilbo01,1992,109,19,29
18,justida01,1992,124,21,26
18,martiti02,1992,118,16,25
18,palmede01,1992,124,26,24
18,sorrepa01,1992,123,18,27
18,tartada01,1992,112,25,30
18,tettlmi01,1992,125,32,32
18,vaughgr01,1992,114,23,27
18,willima04,1992,120,20,27
18,neeltr01,1993,124,19,28
18,plantph01,1993,111,34,24
18,sorrepa01,1993,119,18,28
18,bondsba01,1994,122,37,30
18,bonilbo01,1994,117,20,31
18,caminke01,1994,115,18,31
18,cansejo01,1994,121,31,30
18,cartejo01,1994,118,27,34
18,davisch01,1994,122,26,34
18,fieldce01,1994,110,28,31
18,frymatr01,1994,122,18,25
18,gonzaju03,1994,116,19,25
18,justida01,1994,110,19,28
18,lankfra01,1994,111,19,27
18,murraed02,1994,110,17,38
18,phillto02,1994,123,19,35
18,salmoti01,1994,107,23,26
18,sierrru01,1994,114,23,29
18,vaughmo01,1994,122,26,27
18,venturo01,1994,113,18,27
18,wallati01,1994,116,23,37
18,willima04,1994,119,43,29
18,zeileto01,1994,111,19,29
18,anderga01,1995,120,16,23
18,baineha01,1995,115,24,36
18,blowemi01,1995,113,23,30
18,buhneja01,1995,123,40,31
18,cansejo01,1995,121,24,31
18,carrema01,1995,119,17,32
18,fieldce01,1995,120,31,32
18,gantro01,1995,113,29,30
18,kingje01,1995,118,18,31
18,munozpe01,1995,113,18,27
18,berryse01,1996,121,17,30
18,daviser01,1996,119,26,34
18,huskebu01,1996,115,15,25
18,olerujo01,1996,109,18,28
18,paquecr01,1996,111,22,27
18,stanlmi02,1996,107,24,33
18,tartada01,1996,120,27,34
18,tettlmi01,1996,121,24,36
18,vaughgr01,1996,105,31,31
18,willima04,1996,122,22,31
18,younger02,1996,112,19,27
18,burksel01,1997,123,32,33
18,davisru01,1997,114,20,28
18,gantro01,1997,115,17,32
18,greenwi01,1997,125,26,26
18,hundlto01,1997,114,30,28
18,kleskry01,1997,122,24,26
18,liebemi01,1997,112,20,25
18,lopezja01,1997,122,23,27
18,mcgwima01,1997,104,34,34
18,rodrihe02,1997,116,26,30
18,sheffga01,1997,111,21,29
18,sorrepa01,1997,123,31,32
18,anderbr01,1998,113,18,34
18,andresh01,1998,117,25,27
18,caminke01,1998,114,29,35
18,hernajo01,1998,124,23,29
18,kleskry01,1998,117,18,27
18,baineha01,1999,111,24,40
18,brosisc01,1999,117,17,33
18,burksel01,1999,110,31,35
18,burnije01,1999,126,33,30
18,cansejo01,1999,120,34,35
18,daubabr01,1999,112,21,27
18,fletcda01,1999,120,18,33
18,justida01,1999,123,21,33
18,kleskry01,1999,120,21,28
18,rolensc01,1999,113,26,24
18,sexsori01,1999,122,31,25
18,stanlmi02,1999,120,19,36
18,willige02,1999,116,17,33
18,boonebr01,2000,116,19,31
18,bordimi01,2000,116,16,35
18,daubabr01,2000,123,21,28
18,drewjd01,2000,120,18,25
18,stairma01,2000,108,21,32
18,stevele01,2000,119,22,33
18,vandejo02,2000,115,24,34
18,vaughgr01,2000,117,28,35
18,venturo01,2000,109,24,33
18,alfoned01,2001,111,17,28
18,burksel01,2001,123,28,37
18,castivi02,2001,120,23,34
18,cordoma01,2001,123,20,32
18,daubabr01,2001,107,22,29
18,drewjd01,2001,121,27,26
18,fickro01,2001,109,19,27
18,hernara02,2001,115,15,25
18,johnsch04,2001,117,18,30
18,lopezja01,2001,117,17,31
18,quinnma01,2001,122,17,27
18,sandere02,2001,116,33,34
18,valenjo03,2001,113,28,32
18,vaughgr01,2001,113,24,36
18,venturo01,2001,108,21,34
18,willima04,2001,112,16,36
18,bellhma01,2002,115,27,28
18,cordoma01,2002,116,18,33
18,cruzjo02,2002,114,18,28
18,daubabr01,2002,118,20,30
18,dyeje01,2002,123,24,28
18,fullmbr01,2002,124,19,27
18,gibboja01,2002,121,28,25
18,grievbe01,2002,121,19,26
18,ortizda01,2002,112,20,27
18,perryhe01,2002,124,22,33
18,ramirar01,2002,122,18,24
18,valenjo03,2002,118,25,33
18,venturo01,2002,115,27,35
18,wilsopr01,2002,124,23,28
18,youngke01,2002,115,16,33
18,booneaa01,2003,110,18,30
18,burrepa01,2003,109,21,27
18,cordewi01,2003,121,16,32
18,edmonji01,2003,123,39,33
18,ensbemo01,2003,112,25,28
18,gilesbr02,2003,116,16,32
18,gonzaal01,2003,122,20,30
18,helmswe01,2003,124,23,27
18,lugoju01,2003,119,15,28
18,penaca01,2003,112,18,25
18,sweenmi01,2003,115,16,30
18,valenjo03,2003,119,28,34
18,varitja01,2003,123,25,31
18,whitero02,2003,115,18,31
18,willibe02,2003,117,15,35
18,bayja01,2004,116,26,26
18,brousbe01,2004,115,17,28
18,burrepa01,2004,115,24,28
18,camermi01,2004,114,30,31
18,credejo01,2004,117,21,26
18,delgaca01,2004,123,32,32
18,finlest01,2004,111,23,39
18,jonesch06,2004,117,30,32
18,koskico01,2004,106,25,31
18,mackoro01,2004,121,17,28
18,martiti02,2004,120,23,37
18,menchke01,2004,122,26,26
18,penaca01,2004,116,27,26
18,piazzmi01,2004,121,20,36
18,posadjo01,2004,122,21,33
18,sandere02,2004,116,22,37
18,sosasa01,2004,121,35,36
18,stairma01,2004,117,18,36
18,sweenmi01,2004,118,22,31
18,whitero02,2004,121,19,32
18,barremi01,2005,117,16,29
18,brousbe01,2005,119,19,29
18,clarkto02,2005,106,30,33
18,credejo01,2005,109,22,27
18,delluda01,2005,109,29,32
18,edmonji01,2005,123,29,35
18,evereca01,2005,123,23,34
18,giambja01,2005,113,32,34
18,kleskry01,2005,110,18,34
18,larocad01,2005,117,20,26
18,matthga02,2005,121,17,31
18,morneju01,2005,117,22,24
18,pierzaj01,2005,118,18,29
18,posadjo01,2005,124,19,34
18,sheltch01,2005,116,18,25
18,swishni01,2005,109,21,25
18,uribeju01,2005,121,16,26
18,barremi01,2006,115,16,30
18,blakeca01,2006,113,19,33
18,burrepa01,2006,119,29,30
18,chaveer01,2006,117,22,29
18,giambja01,2006,113,37,35
18,griffke02,2006,108,27,37
18,jacobmi02,2006,123,20,26
18,leeca01,2006,111,28,30
18,millake01,2006,117,15,35
18,molinbe01,2006,123,19,32
18,olivomi01,2006,113,16,28
18,piazzmi01,2006,113,22,38
18,teahema01,2006,114,18,25
18,uribeju01,2006,109,21,27
18,wiggity01,2006,122,24,29
18,burrepa01,2007,121,30,31
18,jacksco01,2007,118,15,25
18,jacobmi02,2007,113,17,27
18,jenkige01,2007,107,21,33
18,millake01,2007,121,17,36
18,nadyxa01,2007,120,20,29
18,thomeji01,2007,119,35,37
18,uribeju01,2007,120,20,28
18,varitja01,2007,111,17,35
18,ankieri01,2008,109,25,29
18,bayja01,2008,111,22,30
18,camermi01,2008,108,25,35
18,custja01,2008,111,33,29
18,francbe01,2008,119,15,27
18,giambja01,2008,113,32,37
18,hernara02,2008,119,15,32
18,jacobmi02,2008,118,32,28
18,longoev01,2008,122,27,23
18,lowelmi01,2008,115,17,34
18,millake01,2008,124,20,37
18,ortizda01,2008,110,23,33
18,penaca01,2008,121,31,30
18,ramirma02,2008,109,20,36
18,rossco01,2008,120,22,28
18,scottlu01,2008,122,23,30
18,swishni01,2008,109,24,28
18,teixema01,2008,108,20,28
18,thomeji01,2008,123,34,38
18,werthja01,2008,114,24,29
18,wiggity01,2008,110,23,31
18,blaloha01,2009,108,25,29
18,branyru01,2009,108,31,34
18,cruzne02,2009,120,33,29
18,custja01,2009,123,25,30
18,matsuhi01,2009,125,28,35
18,murphda07,2009,116,17,28
18,overbly01,2009,112,16,32
18,penaca01,2009,107,39,31
18,posadjo01,2009,109,22,38
18,rasmuco01,2009,119,16,23
18,scottlu01,2009,116,25,31
18,sizemgr01,2009,108,18,27
18,soriaal01,2009,115,20,33
18,swishni01,2009,124,29,29
18,uribeju01,2009,115,16,30
18,willijo03,2009,111,24,30
18,buckjo01,2010,115,20,30
18,drewjd01,2010,122,22,35
18,grandcu01,2010,115,24,29
18,hillaa01,2010,108,26,28
18,napolmi01,2010,108,26,29
18,poseybu01,2010,124,18,23
18,quentca01,2010,110,26,28
18,ramirar01,2010,112,25,32
18,utleych01,2010,117,16,32
18,youklke01,2010,111,19,31
18,boescbr01,2011,121,16,26
18,cruzne02,2011,125,29,31
18,lindad01,2011,125,26,28
18,longoev01,2011,118,31,26
18,morelmi01,2011,120,16,26
18,morrilo01,2011,114,23,24
18,napolmi01,2011,118,30,30
18,penaca01,2011,111,28,33
18,quentca01,2011,107,24,29
18,reynoma01,2011,118,37,28
18,roberry01,2011,120,19,31
18,soriaal01,2011,116,26,35
18,weeksri01,2011,122,20,29
18,wellsve01,2011,110,25,33
18,willijo03,2011,120,29,32
18,youklke01,2011,111,17,32
18,colvity01,2012,122,18,27
18,davisik02,2012,118,32,25
18,dunnad01,2012,110,41,33
18,frazito01,2012,115,19,26
18,gomezca01,2012,108,19,27
18,johnske05,2012,114,16,30
18,kempma01,2012,122,23,28
18,ludwiry01,2012,116,26,34
18,morsemi01,2012,118,18,30
18,rosarwi01,2012,107,28,23
18,ruizca01,2012,121,16,33
18,teixema01,2012,113,24,32
18,ugglada01,2012,115,19,32
18,bautijo02,2013,117,28,33
18,byrdma01,2013,121,21,36
18,cartech02,2013,113,29,27
18,castrja01,2013,120,18,26
18,cruzne02,2013,110,27,33
18,dunnad01,2013,115,34,34
18,frazito01,2013,124,19,27
18,gonzaca01,2013,118,26,28
18,gyorkje01,2013,121,23,25
18,harpebr03,2013,116,20,21
18,ibanera01,2013,110,29,41
18,larocad01,2013,121,20,34
18,morelmi01,2013,107,23,28
18,mossbr01,2013,114,30,30
18,puigya01,2013,122,19,23
18,rasmuco01,2013,115,22,27
18,schiena01,2013,116,21,29
18,smoakju01,2013,108,20,27
18,vicieda01,2013,117,14,24
18,walkene01,2013,120,16,28
18,wietema01,2013,123,22,27
18,arenano01,2014,124,18,23
18,cartech02,2014,115,37,28
18,daviskh01,2014,122,22,27
18,dominma01,2014,121,16,25
18,goldspa01,2014,122,19,27
18,mccanbr01,2014,115,23,30
18,mossbr01,2014,117,25,31
18,santaca01,2014,125,27,28
18,valbulu01,2014,119,16,29
18,vicieda01,2014,121,21,25
10,baineha01,1980,125,13,21
10,bonneba01,1980,124,13,27
10,decindo01,1980,122,16,30
10,dentbu01,1980,128,5,29
10,foliti01,1980,131,3,30
10,hassero01,1980,124,8,27
10,herndla01,1980,127,8,27
10,lynnfr01,1980,125,12,28
10,montawi01,1980,132,6,32
10,oberkke01,1980,128,3,24
10,powelho01,1980,127,6,25
10,russebi01,1980,123,3,32
10,scottro01,1980,127,0,27
10,wynegbu01,1980,124,5,24
10,bakerdu01,1981,128,9,32
10,bucknbi01,1981,131,10,32
10,burleri01,1981,126,5,30
10,conceda01,1981,129,5,33
10,garvest01,1981,122,10,33
10,griffke01,1981,123,2,31
10,morenom01,1981,120,1,29
10,oliveal01,1981,130,4,35
10,salazlu01,1981,121,3,25
10,boggswa01,1982,118,5,24
10,bonneba01,1982,128,6,29
10,boonebo01,1982,121,7,35
10,bowala01,1982,123,0,37
10,cabelen01,1982,121,2,33
10,castima01,1982,130,3,25
10,cromawa01,1982,126,14,29
10,dejesiv01,1982,128,3,29
10,fiskca01,1982,127,14,35
10,foliti01,1982,121,3,32
10,gantnji01,1982,132,4,29
10,griffal01,1982,130,1,25
10,herrto01,1982,131,0,26
10,hubbagl01,1982,132,9,25
10,iorgga01,1982,119,1,28
10,jonesru01,1982,120,12,27
10,landrke01,1982,131,7,28
10,mcgeewi01,1982,125,4,24
10,morelke01,1982,124,15,28
10,pacioto01,1982,119,11,36
10,salazlu01,1982,127,8,26
10,smithoz01,1982,121,2,28
10,sundbji01,1982,118,10,31
10,trammal01,1982,126,9,24
10,washiro01,1982,122,5,30
10,washiul01,1982,125,10,29
10,wathajo01,1982,121,3,33
10,yastrca01,1982,126,16,43
10,almonbi01,1983,120,4,31
10,benedbr01,1983,126,2,28
10,bonilju01,1983,132,4,27
10,bonneba01,1983,120,10,30
10,boonebo01,1983,120,9,36
10,cabelen01,1983,122,5,34
10,conceda01,1983,123,1,35
10,davismi02,1983,122,8,24
10,dejesiv01,1983,126,4,30
10,greenda03,1983,120,8,23
10,griffal01,1983,132,4,26
10,hatchmi01,1983,119,9,28
10,hendest01,1983,128,10,31
10,hoffmgl01,1983,123,4,25
10,lemasjo01,1983,128,6,29
10,milneed01,1983,131,9,28
10,obriepe03,1983,124,8,25
10,pacioto01,1983,129,9,37
10,rosepe01,1983,121,0,42
10,salazlu01,1983,124,14,27
10,tablepa01,1983,125,6,25
10,templga01,1983,121,3,27
10,tollewa01,1983,122,3,28
10,washiul01,1983,129,5,30
10,backmwa01,1984,122,1,25
10,beniqju01,1984,119,8,34
10,bochtbr01,1984,124,5,34
10,bucknbi01,1984,122,11,35
10,conceda01,1984,130,4,36
10,greenda03,1984,121,15,24
10,gutieja01,1984,118,2,24
10,heathmi02,1984,118,13,29
10,hendrge01,1984,122,9,35
10,kennete02,1984,127,14,28
10,lawru01,1984,122,6,28
10,martica01,1984,122,13,24
10,oglivbe01,1984,121,12,35
10,ortajo01,1984,120,9,34
10,owensp01,1984,130,3,23
10,phillto02,1984,120,4,25
10,samplbi01,1984,121,5,29
10,smithlo01,1984,126,6,29
10,templga01,1984,127,2,28
10,wilkecu01,1984,120,1,23
